Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-470C-SKU.jpg?v=1666328782,38,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-480W-SKU.jpg?v=1666328782,39,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-490C-SKU.jpg?v=1666328782,40,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-500N-SKU.jpg?v=1666328782,41,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-510W-SKU.jpg?v=1666328782,42,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-520W-SKU.jpg?v=1666328782,43,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-530N-SKU.jpg?v=1666328782,44,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-540C-SKU.jpg?v=1666328782,45,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-550C-SKU.jpg?v=1666328782,46,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-560W-SKU.jpg?v=1666328782,47,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Concealer-570N-SKU.jpg?v=1666328782,48,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/CONCEALER_DOE_FOOT_SKU_e5ab915a-32ca-46d8-9380-e11c94b9cdab.jpg?v=1666328782,49,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-540c.png?v=1598652989,50,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-550c.png?v=1598652989,51,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-560w.png?v=1598652989,52,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-570n.png?v=1598652989,53,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-100w.png?v=1598652989,54,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-110n.png?v=1598652989,55,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-520w.png?v=1598652989,56,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-120c.png?v=1598652989,57,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-130n.png?v=1598652989,58,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-140c.png?v=1598652989,59,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-150c.png?v=1598652989,60,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-160c.png?v=1598652989,61,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-170w.png?v=1598652989,62,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-180w.png?v=1598652989,63,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-190w.png?v=1598652989,64,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-200c.png?v=1598652989,65,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-210n.png?v=1598652989,66,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-220c.png?v=1598652989,67,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-230n.png?v=1598652989,68,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-240w.png?v=1598652989,69,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-250w.png?v=1598652989,70,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-260n.png?v=1598652989,71,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-270n.png?v=1598652989,72,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-280n.png?v=1598652989,73,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-290n.png?v=1598652989,74,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-300c.png?v=1598652989,75,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-310w.png?v=1598652989,76,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-320w.png?v=1598652989,77,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-330n.png?v=1598652989,78,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-340c.png?v=1598652989,79,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-350c.png?v=1598652989,80,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-360w.png?v=1598652989,81,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-370n.png?v=1598652989,82,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-380w.png?v=1598652989,83,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-390c.png?v=1598652989,84,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-400w.png?v=1598652989,85,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-410n.png?v=1598652989,86,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-420n.png?v=1598652989,87,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-430w.png?v=1598652989,88,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-440c.png?v=1598652989,89,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-450n.png?v=1598652989,90,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-460w.png?v=1598652989,91,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-470c.png?v=1598652989,92,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Liquid-Touch-Brightening-Concealer-Arm-Swatch-Fair-Light.jpg?v=1598652989,93,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/Liquid-Touch-Brightening-Concealer-Arm-Swatch-Med-Deep.jpg?v=1598652989,94,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-480w.png?v=1598652952,95,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-490c.png?v=1598652952,96,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-500n.png?v=1598652952,97,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-510w.png?v=1598652952,98,,,,,,,,,,,
liquid-touch-brightening-concealer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/swatch-c-530n.png?v=1598652952,99,,,,,,,,,,,
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,110N,,,,,FGPLTC110NF3,0,,0,deny,manual,24.00,,TRUE,TRUE,840122900938,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,120C,,,,,FGPLTC120CF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122900945,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,130N,,,,,FGPLTC130NF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122900952,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,140C,,,,,FGPLTC140CF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122900969,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,150C,,,,,FGPLTC150CF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122900976,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,160C,,,,,FGPLTC160CF3,0,,0,deny,manual,24.00,,TRUE,TRUE,840122900983,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,170W,,,,,FGPLTC170WF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122900990,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,180W,,,,,FGPLTC180WF3,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901003,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,190W,,,,,FGPLTC190WF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901010,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,200C,,,,,FGPLTC200CF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901027,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,210N,,,,,FGPLTC210NF3,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901034,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,220C,,,,,FGPLTC220CF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901041,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,230N,,,,,FGPLTC230NF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901058,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,240W,,,,,FGPLTC240WF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901065,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,250W,,,,,FGPLTC250WF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901072,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,260N,,,,,FGPLTC260NF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901089,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,270N,,,,,FGPLTC270NF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901096,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,280N,,,,,FGPLTC280NF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901102,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,290N,,,,,FGPLTC290NF3,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901119,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,300C,,,,,FGPLTC300CF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901126,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,310W,,,,,FGPLTC310WF3,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901133,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,320W,,,,,FGPLTC320WF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901140,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,330N,,,,,FGPLTC330NF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901157,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,340C,,,,,FGPLTC340CF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901164,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,350C,,,,,FGPLTC350CF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901171,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,360W,,,,,FGPLTC360WF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901188,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,370N,,,,,FGPLTC370NF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901195,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,380W,,,,,FGPLTC380WF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901201,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,390C,,,,,FGPLTC390CF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901218,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,400W,,,,,FGPLTC400WF2,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901225,,,,,,,,g,,,,,active
liquid-touch-brightening-concealer,,"<p>A lightweight, hydrating concealer that gives you buildable coverage where you need it while brightening skin with a radiant finish.</p>",Rare Beauty,,Concealer,"Badge: 48 shades, Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora",TRUE,Shade,410N,,,,,FGPLTC410NF1,0,,0,deny,manual,24.00,,TRUE,TRUE,840122901232,,,,,,,,g,,,,,active
